QIIME SortMeRna SUMACLUST	SILVA	0.9012755502	0.7459706207	0.8163018904	0.8424059884	0.8869974816	0.8641268543																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8375820441	0.6429808579	0.727492524	0.8409410597	0.6893043655	0.7576096409	0.8694287972	0.6944757393	0.7718972072	0.8416735241	0.7881509236	0.8108682476	5	3	4	7	3	6	0.33	0.67	0.50	0.00	0.67	0.17	0.17	0.67	0.33
CLARK	RefSeq Bacteria	0.956364386	0.8681151887	0.9101055018	0.9603176253	0.9606371254	0.9604773488	0.956364386	0.8681151887	0.9101055018	0.9603176253	0.9606371254	0.9604773488	3	1	1	3	1	2	0.67	1.00	1.00	0.67	1.00	0.83	0.67	1.00	0.92


Genus level;no error simulation;LC;100000 reads
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8435023273	0.434749719	0.5737716608	0.5228644951	0.671957928	0.5881090545																					
BMP	SILVA	0.919456191	0.4850715149	0.6350917901	0.8652944024	0.563814165	0.6827546235	0.8814792592	0.459910617	0.6044317255	0.6940794488	0.6178860465	0.635431839	6	5	5	7	7	7	0.17	0.33	0.33	0.00	0.00	0.00	0.08	0.17	0.17
kraken	MiniKraken DB	1	0.55318	0.7123192418	0.9859519486	0.9575688771	0.9715531604	1	0.55318	0.7123192418	0.9859519486	0.9575688771	0.9715531604	1	3	2	2	2	2	1.00	0.67	0.83	0.83	0.83	0.83	0.92	0.75	0.83
mothur	SILVA	0.9160142808	0.4432176492	0.5973869319	0.9210133	0.5080302635	0.6548472579																					
mothur	Greengenes	0.5366615031	0.7556429492	0.6275989844	0.5698184786	0.8471602833	0.6813476627	0.726337892	0.5994302992	0.6124929582	0.7454158893	0.6775952734	0.6680974603	7	2	4	4	4	4	0.00	0.83	0.50	0.50	0.50	0.50	0.25	0.67	0.50
One Codex	RefSeq 65	0.9884272215	0.6046809068	0.7503358472	0.986150126	0.9714659314	0.9787529552																					
One Codex	One Codex 28k	0.9871645061	0.5444978197	0.701863475	0.9922024423	0.8828025093	0.9343109254																					
One Codex	SILVA	0.9774037353	0.2987796282	0.4576588804	1	0.28127	0.4390487563	0.984331821	0.4826527849	0.6366194009	0.9927841894	0.7118461469	0.7840375456	2	4	3	1	3	3	0.83	0.50	0.67	1.00	0.67	0.67	0.92	0.58	0.67
QIIME UCLUST	Greengenes	0.8662210975	0.4268826947	0.5719181995	0.5462156522	0.686378268	0.6083277666																					
QIIME UCLUST	SILVA	0.9367532947	0.4708364717	0.626684886	0.8643867736	0.5922643118	0.702907433	0.9014871961	0.4488595832	0.5993015428	0.7053012129	0.6393212899	0.6556175998	4	7	7	6	5	6	0.50	0.00	0.00	0.17	0.33	0.17	0.33	0.17	0.08
QIIME SortMeRna SUMACLUST	SILVA	0.9121799335	0.4941074178	0.6409996806	0.8899467982	0.5886069839	0.7085692885																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8593209648	0.4224115811	0.566400734	0.5397896309	0.6880007616	0.6049496387	0.8857504492	0.4582594995	0.6037002073	0.7148682146	0.6383038728	0.6567594636	5	6	6	5	6	5	0.33	0.17	0.17	0.33	0.17	0.33	0.33	0.17	0.25
CLARK	RefSeq Bacteria	0.9547791844	0.6035218728	0.7395619978	0.9721767763	0.9710676698	0.9716219065	0.9547791844	0.6035218728	0.7395619978	0.9721767763	0.9710676698	0.9716219065	3	1	1	3	1	1	0.67	1.00	1.00	0.67	1.00	1.00	0.67	1.00	1.00


Genus level;no error simulation;MC;100000 reads
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9626676602	0.527327646	0.6813998259	0.4959806447	0.4692807562	0.4822614305																					
BMP	SILVA	0.9769971796	0.5402454833	0.6957599155	0.964736042	0.6629657701	0.785877325	0.9698324199	0.5337865647	0.6885798707	0.7303583434	0.5661232632	0.6340693778	6	7	7	7	7	7	0.17	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00
kraken	MiniKraken DB	1	0.56035	0.7182362931	0.9964178742	0.9881982217	0.9922910264	1	0.56035	0.7182362931	0.9964178742	0.9881982217	0.9922910264	1	5	4	2	2	1	1.00	0.33	0.50	0.83	0.83	1.00	0.92	0.58	0.75
mothur	SILVA	0.9788532607	0.5304601131	0.6880514284	0.9781918967	0.5429537266	0.6983064968																					
mothur	Greengenes	0.5543926551	0.9386294256	0.6970684039	0.5627160138	0.9515733445	0.7072169613	0.7666229579	0.7345447694	0.6925599162	0.7704539553	0.7472635356	0.7027617291	7	2	6	6	4	4	0.00	0.83	0.17	0.17	0.50	0.50	0.08	0.67	0.33
One Codex	RefSeq 65	0.9967722343	0.5754603563	0.7296667281	0.9964318832	0.9920920057	0.9942572087																					
One Codex	One Codex 28k	0.9966693527	0.5576271866	0.7151401461	0.9979914065	0.9657836202	0.9816233941																					
One Codex	SILVA	0.9960310116	0.4852765838	0.6525998087	1	0.47907	0.6477989547	0.9964908662	0.5394547089	0.699135561	0.9981410966	0.8123152086	0.8745598525	2	6	5	1	3	3	0.83	0.17	0.33	1.00	0.67	0.67	0.92	0.42	0.50
QIIME UCLUST	Greengenes	0.9691021546	0.7295015707	0.8324031478	0.5996917318	0.4180139159	0.4926365294																					
QIIME UCLUST	SILVA	0.9912723932	0.7384906496	0.8464111852	0.9681392064	0.7730698633	0.8596776309	0.9801872739	0.7339961102	0.8394071665	0.7839154691	0.5955418896	0.6761570802	4	3	2	4	6	5	0.50	0.67	0.83	0.50	0.17	0.33	0.50	0.42	0.58
QIIME SortMeRna SUMACLUST	SILVA	0.9759802888	0.7544842478	0.8510567406	0.9641286086	0.7733917677	0.8582910901																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9644104035	0.7319297525	0.832239531	0.594469289	0.4187033156	0.4913402933	0.9701953462	0.7432070002	0.8416481358	0.7792989488	0.5960475417	0.6748156917	5	1	1	5	5	6	0.33	1.00	1.00	0.33	0.33	0.17	0.33	0.67	0.58
CLARK	RefSeq Bacteria	0.9862328992	0.5748054514	0.7263012425	0.9919465387	0.9920565317	0.9920015322	0.9862328992	0.5748054514	0.7263012425	0.9919465387	0.9920565317	0.9920015322	3	4	3	3	1	2	0.67	0.50	0.67	0.67	1.00	0.83	0.67	0.75	0.75


Genus level;no error simulation;HC;100000 reads
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8451774024	0.638874926	0.7276868074	0.8349431697	0.6639818093	0.7397129066																					
BMP	SILVA	0.8838518014	0.7411358025	0.8062267214	0.8646537038	0.8317698915	0.8478930845	0.8645146019	0.6900053643	0.7669567644	0.8497984368	0.7478758504	0.7938029956	4	7	5	7	6	7	0.50	0.00	0.33	0.00	0.17	0.00	0.25	0.08	0.17
kraken	MiniKraken DB	1	0.79006	0.882719015	0.9791708689	0.9407882658	0.9595959071	1	0.79006	0.882719015	0.9791708689	0.9407882658	0.9595959071	1	2	2	2	2	2	1.00	0.83	0.83	0.83	0.83	0.83	0.92	0.83	0.83
mothur	SILVA	0.9051678131	0.6523188359	0.7582190377	0.9212347786	0.7221107395	0.8096088375																					
mothur	Greengenes	0.8144513301	0.8205125162	0.8174706881	0.8421168153	0.8443700555	0.8432419302	0.8598095716	0.7364156761	0.7878448629	0.881675797	0.7832403975	0.8264253839	5	3	4	4	3	3	0.33	0.67	0.50	0.50	0.67	0.67	0.42	0.67	0.58
One Codex	RefSeq 65	0.9888810794	0.8666027162	0.9237127605	0.9795975667	0.9608825149	0.9701497917																					
One Codex	One Codex 28k	0.9876332787	0.7781794315	0.8704840541	0.9877993349	0.8343301677	0.904601768																					
One Codex	SILVA	0.9773822766	0.4259169494	0.5932928202	1	0.3997	0.5711223834	0.9846322116	0.6902330324	0.7958298783	0.9891323005	0.7316375609	0.8152913144	2	6	3	1	7	4	0.83	0.17	0.67	1.00	0.00	0.50	0.92	0.08	0.58
QIIME UCLUST	Greengenes	0.8401148446	0.6290701841	0.7194345023	0.8639594196	0.6765923074	0.7588817525																					
QIIME UCLUST	SILVA	0.8595086076	0.7682116969	0.8112997843	0.8646440811	0.874877777	0.8697308264	0.8498117261	0.6986409405	0.7653671433	0.8643017504	0.7757350422	0.8143062895	7	4	6	5	5	5	0.00	0.50	0.17	0.33	0.33	0.33	0.17	0.42	0.25
QIIME SortMeRna SUMACLUST	SILVA	0.8796884581	0.7427901033	0.8054638085	0.8494763081	0.878209721	0.8636040797																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8204431194	0.6400118567	0.7190818379	0.8515423081	0.6778745625	0.7548483094	0.8500657888	0.69140098	0.7622728232	0.8505093081	0.7780421418	0.8092261946	6	5	7	6	4	6	0.17	0.33	0.00	0.17	0.50	0.17	0.17	0.42	0.08
CLARK	RefSeq Bacteria	0.9551448483	0.8731639271	0.9123163854	0.9592575261	0.9600861764	0.9596716724	0.9551448483	0.8731639271	0.9123163854	0.9592575261	0.9600861764	0.9596716724	3	1	1	3	1	1	0.67	1.00	1.00	0.67	1.00	1.00	0.67	1.00	1.00

